tvil_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
1435824,"Гостиница ""Ангара""",300,13,22,4.33,2026-03-28,5500.00
906031,"Гостиница ""Матрёшка""",35,7,15,20.0,2026-03-28,4982.00
1265180,"Отель ""Байкал Бизнес Центр""",59,6,12,10.17,2026-03-28,7300.00
1296851,"Гостиница ""Русь""",56,5,11,8.93,2026-03-28,4100.00
1328740,"Гостиница ""На Звездинской""",30,5,9,16.67,2026-03-28,5000.00
1889753,"Мини-отель ""Проспект""",4,2,8,50.0,2026-03-28,3200.00
1009170,"Апарт-отель ""Sokolov Hotel""",30,12,44,40.0,2026-03-28,3000.00
1490581,"Гостиница ""Юбилейная""",23,6,10,26.09,2026-03-28,2500.00
1298063,"Бутик-отель ""География""",12,6,12,50.0,2026-03-28,6500.00
1064267,"Мини-отель ""Nice People""",6,4,9,66.67,2026-03-28,3500.00
787596,"Гостиница ""Ochagof""",23,4,12,17.39,2026-03-28,5950.00
1000539,"Отель ""Маяк""",75,6,10,8.0,2026-03-28,5940.00
1277758,"Отель ""Гранд Байкал""",64,1,1,1.56,2026-03-28,9300.00
946962,"Отель ""Лотос""",21,11,24,52.38,2026-03-28,1150.00
1265779,"Отель ""Клубный Квартал""",48,3,6,6.25,2026-03-28,4000.00
1287498,"Парк-отель ""Соболинка""",33,3,5,9.09,2026-03-28,7700.00
1276636,"Парк-отель ""Бурдугуз""",69,5,15,7.25,2026-03-28,19500.00
1367731,"Отель ""Яковлевъ""",25,5,11,20.0,2026-03-28,3000.00
1390225,"Гостиница ""Добрый Кот""",10,7,20,70.0,2026-03-28,800.00
1462849,"Гостиница ""7 дорог""",19,9,32,47.37,2026-03-28,7970.00
1491765,"Гостиница ""130Hotel""",12,5,9,41.67,2026-03-28,3500.00
1487384,"Парк отель ""Уюга""",58,10,38,17.24,2026-03-28,4500.00
1609403,"Отель ""Иркут""",30,9,16,30.0,2026-03-28,3200.00
1690094,Гостиница Олимпиада,25,3,6,12.0,2026-03-28,3500.00
1892012,"Отель ""Подлеморье""",14,7,16,50.0,2026-03-28,4000.00
1467982,Гостиница,5,3,5,60.0,2026-03-28,2000.00
1490199,Отель «Альпари»,10,4,10,40.0,2026-03-28,2400.00
1382100,"Гостиница ""У Истока""",24,3,6,12.5,2026-03-28,3400.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",15,7,12,46.67,2026-03-28,4100.00
1314294,"Гостиница ""Ангара-Приоритет""",31,3,6,9.68,2026-03-28,4500.00
1655828,"Апарт-отель ""Светлый""",6,4,8,66.67,2026-03-28,4500.00
1851647,"Парк-Отель ""Шелест""",8,4,8,50.0,2026-03-28,5000.00
904225,"Отель ""Михаил Строгов""",21,11,20,52.38,2026-03-28,5400.00
1441288,Отель Армат 4*,40,7,14,17.5,2026-03-28,7400.00
1296594,"Отель ""Тайга""",44,0,0,0.0,2026-03-28,
1367592,"Отель ""Атлас""",28,0,0,0.0,2026-03-28,
1472664,"Гостиница ""Байкал Форест""",76,0,0,0.0,2026-03-28,
2063101,"Гостиница ""Азия-Европа""",19,8,16,42.11,2026-03-28,4000.00
424345,"Гостиничный комплекс ""Лазурный берег""",66,2,4,3.03,2026-03-28,5500.00
425543,"Отель ""Звезда""",64,6,14,9.38,2026-03-28,5700.00
1508283,"Гостиница"" Аврора""",7,7,17,100.0,2026-03-28,2200.00
1390108,"Гостиница  ""Воробьевы горы""",11,6,25,54.55,2026-03-28,12000.00
1632075,"Отель"" Арбат""",11,5,10,45.45,2026-03-28,5190.00
1785783,"Отель ""Белый Берег""",5,4,16,80.0,2026-03-28,9500.00
2032078,Гостиница «Усадьба Егорова»,10,7,17,70.0,2026-03-28,5400.00
767249,"Отель ""Купеческий Дворъ""",14,6,19,42.86,2026-03-28,7300.00
898794,"Бутик-отель ""Маруся""",14,6,13,42.86,2026-03-28,5933.00
1129766,"Доходный дом ""М.А. Листратовой""",15,6,9,40.0,2026-03-28,3330.00
1343236,"Бутик-отель ""Аристократ""",12,4,8,33.33,2026-03-28,4500.00
1345611,Гостиница,29,10,24,34.48,2026-03-28,13800.00
1335449,Отель Амурский,17,11,26,64.71,2026-03-28,14000.00
1378154,"Гостиница ""Байкал - Северное море""",120,14,34,11.67,2026-03-28,5060.00
1802586,"Гостиница ""BAIKAL VIEW""",99,2,4,2.02,2026-03-28,9200.00
1899852,Отель «Байкал-Аляска»,24,4,8,16.67,2026-03-28,9500.00
1979910,"Отель""NUUR HOTEL""",28,9,25,32.14,2026-03-28,6000.00
1993192,"Парк-отель ""Алтан""",21,8,24,38.1,2026-03-28,6250.00
2036706,"Отель ""Магистраль""",21,9,25,42.86,2026-03-28,3100.00
1367536,"Отель ""Санаторий Солнечный""",125,2,4,1.6,2026-03-28,5600.00
2110558,"Гостиница ""Малый отель""",11,5,10,45.45,2026-03-28,5200.00
