tvil_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
1435824,"Гостиница ""Ангара""",2026-04-09,300,14,24,4.67,4500.00
906031,"Гостиница ""Матрёшка""",2026-04-09,35,8,16,22.86,4284.00
1296851,"Гостиница ""Русь""",2026-04-09,56,9,21,16.07,4100.00
1328740,"Гостиница ""На Звездинской""",2026-04-09,30,6,12,20.0,5000.00
1845315,"Апарт -отель ""BaikalStory """,2026-04-09,10,2,10,20.0,4600.00
1889753,"Мини-отель ""Проспект""",2026-04-09,4,3,12,75.0,3200.00
1782205,"Гостиница ""Березка""",2026-04-09,4,2,8,50.0,4600.00
1009170,"Апарт-отель ""Sokolov Hotel""",2026-04-09,30,13,49,43.33,3000.00
1490581,"Гостиница ""Юбилейная""",2026-04-09,23,8,13,34.78,2500.00
1298063,"Бутик-отель ""География""",2026-04-09,12,7,16,58.33,6000.00
1064267,"Мини-отель ""Nice People""",2026-04-09,6,5,9,83.33,3000.00
787596,"Гостиница ""Ochagof""",2026-04-09,23,4,12,17.39,5950.00
1277758,"Отель ""Гранд Байкал""",2026-04-09,64,2,6,3.12,5700.00
1000539,"Отель ""Маяк""",2026-04-09,75,7,13,9.33,7400.00
1487384,"Парк отель ""Уюга""",2026-04-09,58,10,38,17.24,4500.00
1892012,"Отель ""Подлеморье""",2026-04-09,14,8,18,57.14,3500.00
1851647,"Парк-Отель ""Шелест""",2026-04-09,8,4,8,50.0,5000.00
1690094,Гостиница Олимпиада,2026-04-09,25,2,3,8.0,1700.00
1655828,"Апарт-отель ""Светлый""",2026-04-09,6,4,8,66.67,4500.00
895518,"Гостиница ""Космос""",2026-04-09,16,5,12,31.25,3675.00
1609403,"Отель ""Иркут""",2026-04-09,30,10,17,33.33,3000.00
1508283,"Гостиница"" Аврора""",2026-04-09,7,6,15,85.71,2200.00
1491765,"Гостиница ""130Hotel""",2026-04-09,12,4,8,33.33,5000.00
1390225,"Гостиница ""Добрый Кот""",2026-04-09,10,1,2,10.0,2400.00
1490199,Отель «Альпари»,2026-04-09,10,2,6,20.0,2400.00
1462849,"Гостиница ""7 дорог""",2026-04-09,19,8,29,42.11,7200.00
1467982,Гостиница,2026-04-09,5,3,5,60.0,2000.00
1441288,Отель Армат 4*,2026-04-09,40,8,17,20.0,6200.00
1314294,"Гостиница ""Ангара-Приоритет""",2026-04-09,31,9,20,29.03,4500.00
1367731,"Отель ""Яковлевъ""",2026-04-09,25,5,12,20.0,3000.00
424345,"Гостиничный комплекс ""Лазурный берег""",2026-04-09,66,5,10,7.58,4500.00
1276636,"Парк-отель ""Бурдугуз""",2026-04-09,69,5,15,7.25,19500.00
1296594,"Отель ""Тайга""",2026-04-09,44,11,27,25.0,4600.00
1265779,"Отель ""Клубный Квартал""",2026-04-09,48,5,10,10.42,3400.00
946962,"Отель ""Лотос""",2026-04-09,21,11,25,52.38,1150.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",2026-04-09,15,8,14,53.33,5200.00
1032271,"Отель ""Даурия""",2026-04-09,15,2,4,13.33,4500.00
904225,"Отель ""Михаил Строгов""",2026-04-09,21,0,0,0.0,
1367592,"Отель ""Атлас""",2026-04-09,28,0,0,0.0,
2063101,"Гостиница ""Азия-Европа""",2026-04-09,19,0,0,0.0,
1472664,"Гостиница ""Байкал Форест""",2026-04-09,76,0,0,0.0,
1390108,"Гостиница  ""Воробьевы горы""",2026-04-09,11,0,0,0.0,
425543,"Отель ""Звезда""",2026-04-09,64,6,14,9.38,4500.00
1632075,"Отель"" Арбат""",2026-04-09,11,2,4,18.18,6890.00
1378154,"Гостиница ""Байкал - Северное море""",2026-04-09,120,12,32,10.0,5060.00
2032078,Гостиница «Усадьба Егорова»,2026-04-09,10,8,20,80.0,4900.00
1785783,"Отель ""Белый Берег""",2026-04-09,5,4,16,80.0,9500.00
2036706,"Отель ""Магистраль""",2026-04-09,21,9,25,42.86,3100.00
1979910,"Отель""NUUR HOTEL""",2026-04-09,28,8,21,28.57,6000.00
1899852,Отель «Байкал-Аляска»,2026-04-09,24,4,8,16.67,9500.00
1802586,"Гостиница ""BAIKAL VIEW""",2026-04-09,99,2,4,2.02,9200.00
1345611,Гостиница,2026-04-09,29,10,24,34.48,9000.00
1335449,Отель Амурский,2026-04-09,17,10,22,58.82,14000.00
1129766,"Доходный дом ""М.А. Листратовой""",2026-04-09,15,3,5,20.0,4440.00
898794,"Бутик-отель ""Маруся""",2026-04-09,14,8,19,57.14,5775.00
767249,"Отель ""Купеческий Дворъ""",2026-04-09,14,12,35,85.71,6700.00
2110558,"Гостиница ""Малый отель""",2026-04-09,11,7,13,63.64,4500.00
1367536,"Отель ""Санаторий Солнечный""",2026-04-09,125,4,8,3.2,4350.00
