tvil_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
1435824,"Гостиница ""Ангара""",2026-05-01,300,12,20,4.0,4500.00
1265180,"Отель ""Байкал Бизнес Центр""",2026-05-01,59,8,18,13.56,6100.00
906031,"Гостиница ""Матрёшка""",2026-05-01,35,10,20,28.57,3906.00
1296851,"Гостиница ""Русь""",2026-05-01,56,9,21,16.07,4100.00
1328740,"Гостиница ""На Звездинской""",2026-05-01,30,6,12,20.0,5000.00
1845315,"Апарт -отель ""BaikalStory """,2026-05-01,10,1,6,10.0,4080.00
1889753,"Мини-отель ""Проспект""",2026-05-01,4,3,12,75.0,3700.00
1782205,"Гостиница ""Березка""",2026-05-01,4,1,4,25.0,4500.00
1009170,"Апарт-отель ""Sokolov Hotel""",2026-05-01,30,14,49,46.67,3000.00
1490581,"Гостиница ""Юбилейная""",2026-05-01,23,9,15,39.13,2500.00
1298063,"Бутик-отель ""География""",2026-05-01,12,8,18,66.67,7300.00
787596,"Гостиница ""Ochagof""",2026-05-01,23,3,9,13.04,5950.00
1372499,"Отель ""Байкал Хан Ольхон""",2026-05-01,37,3,6,8.11,12650.00
1277758,"Отель ""Гранд Байкал""",2026-05-01,64,3,9,4.69,6300.00
1000539,"Отель ""Маяк""",2026-05-01,75,6,11,8.0,8820.00
1487384,"Парк отель ""Уюга""",2026-05-01,58,10,38,17.24,4500.00
1892012,"Отель ""Подлеморье""",2026-05-01,14,2,4,14.29,6000.00
1851647,"Парк-Отель ""Шелест""",2026-05-01,8,0,0,0.0,
1690094,Гостиница Олимпиада,2026-05-01,25,0,0,0.0,
1655828,"Апарт-отель ""Светлый""",2026-05-01,6,4,8,66.67,4500.00
895518,"Гостиница ""Космос""",2026-05-01,16,6,21,37.5,2675.00
1609403,"Отель ""Иркут""",2026-05-01,30,9,15,30.0,3000.00
1508283,"Гостиница"" Аврора""",2026-05-01,7,3,8,42.86,2200.00
1491765,"Гостиница ""130Hotel""",2026-05-01,12,5,9,41.67,3500.00
1390225,"Гостиница ""Добрый Кот""",2026-05-01,10,7,19,70.0,800.00
1490199,Отель «Альпари»,2026-05-01,10,4,10,40.0,2400.00
1462849,"Гостиница ""7 дорог""",2026-05-01,19,8,26,42.11,7200.00
1467982,Гостиница,2026-05-01,5,1,2,20.0,2000.00
1441288,Отель Армат 4*,2026-05-01,40,7,15,17.5,6200.00
1343236,"Бутик-отель ""Аристократ""",2026-05-01,12,6,12,50.0,4500.00
1314294,"Гостиница ""Ангара-Приоритет""",2026-05-01,31,12,28,38.71,4000.00
1382100,"Гостиница ""У Истока""",2026-05-01,24,4,8,16.67,3400.00
1367731,"Отель ""Яковлевъ""",2026-05-01,25,4,10,16.0,3400.00
424345,"Гостиничный комплекс ""Лазурный берег""",2026-05-01,66,5,10,7.58,4500.00
1276636,"Парк-отель ""Бурдугуз""",2026-05-01,69,5,15,7.25,19500.00
1296594,"Отель ""Тайга""",2026-05-01,44,10,25,22.73,4600.00
1265779,"Отель ""Клубный Квартал""",2026-05-01,48,5,10,10.42,3500.00
946962,"Отель ""Лотос""",2026-05-01,21,9,22,42.86,1100.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",2026-05-01,15,8,14,53.33,5200.00
1032271,"Отель ""Даурия""",2026-05-01,15,2,4,13.33,5500.00
904225,"Отель ""Михаил Строгов""",2026-05-01,21,10,18,47.62,4500.00
425543,"Отель ""Звезда""",2026-05-01,64,6,14,9.38,5200.00
1367592,"Отель ""Атлас""",2026-05-01,28,9,22,32.14,3700.00
2063101,"Гостиница ""Азия-Европа""",2026-05-01,19,8,16,42.11,4000.00
1472664,"Гостиница ""Байкал Форест""",2026-05-01,76,0,0,0.0,
1390108,"Гостиница  ""Воробьевы горы""",2026-05-01,11,0,0,0.0,
1378154,"Гостиница ""Байкал - Северное море""",2026-05-01,120,0,0,0.0,
1632075,"Отель"" Арбат""",2026-05-01,11,0,0,0.0,
2032078,Гостиница «Усадьба Егорова»,2026-05-01,10,0,0,0.0,
2036706,"Отель ""Магистраль""",2026-05-01,21,0,0,0.0,
1993192,"Парк-отель ""Алтан""",2026-05-01,21,1,4,4.76,25000.00
1979910,"Отель""NUUR HOTEL""",2026-05-01,28,6,16,21.43,6500.00
1899852,Отель «Байкал-Аляска»,2026-05-01,24,4,8,16.67,9500.00
1802586,"Гостиница ""BAIKAL VIEW""",2026-05-01,99,2,4,2.02,10764.00
1345611,Гостиница,2026-05-01,29,10,24,34.48,9200.00
1335449,Отель Амурский,2026-05-01,17,8,18,47.06,16000.00
1129766,"Доходный дом ""М.А. Листратовой""",2026-05-01,15,7,12,46.67,3330.00
898794,"Бутик-отель ""Маруся""",2026-05-01,14,6,14,42.86,6510.00
767249,"Отель ""Купеческий Дворъ""",2026-05-01,14,10,30,71.43,6700.00
1019043,"Гостиница ""Спектр""",2026-05-01,14,4,10,28.57,2800.00
2112642,"Гостиница ""Автовокзал""",2026-05-01,22,8,14,36.36,2600.00
2110558,"Гостиница ""Малый отель""",2026-05-01,11,9,16,81.82,4500.00
1367536,"Отель ""Санаторий Солнечный""",2026-05-01,125,4,8,3.2,4350.00
