tvil_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
1435824,"Гостиница ""Ангара""",2026-06-08,300,5,10,1.67,5500.00
1265180,"Отель ""Байкал Бизнес Центр""",2026-06-08,59,2,5,3.39,8200.00
906031,"Гостиница ""Матрёшка""",2026-06-08,35,8,14,22.86,5103.00
1328740,"Гостиница ""На Звездинской""",2026-06-08,30,6,12,20.0,5000.00
1296851,"Гостиница ""Русь""",2026-06-08,56,9,21,16.07,4600.00
1889753,"Мини-отель ""Проспект""",2026-06-08,4,3,12,75.0,3200.00
1782205,"Гостиница ""Березка""",2026-06-08,8,1,5,12.5,6000.00
1490581,"Гостиница ""Юбилейная""",2026-06-08,23,7,13,30.43,2700.00
1009170,"Апарт-отель ""Sokolov Hotel""",2026-06-08,30,11,43,36.67,3000.00
1064267,"Мини-отель ""Nice People""",2026-06-08,6,1,1,16.67,3200.00
787596,"Гостиница ""Ochagof""",2026-06-08,23,4,12,17.39,5950.00
1372499,"Отель ""Байкал Хан Ольхон""",2026-06-08,37,7,14,18.92,13800.00
1277758,"Отель ""Гранд Байкал""",2026-06-08,64,5,11,7.81,5400.00
1000539,"Отель ""Маяк""",2026-06-08,75,6,11,8.0,6400.00
1467982,Гостиница,2026-06-08,5,3,5,60.0,2000.00
1490199,Отель «Альпари»,2026-06-08,10,1,4,10.0,4000.00
1314294,"Гостиница ""Ангара-Приоритет""",2026-06-08,31,11,26,35.48,4000.00
424345,"Гостиничный комплекс ""Лазурный берег""",2026-06-08,66,1,2,1.52,4500.00
1851647,"Парк-Отель ""Шелест""",2026-06-08,8,2,4,25.0,5000.00
904225,"Отель ""Михаил Строгов""",2026-06-08,21,11,20,52.38,5500.00
1892012,"Отель ""Подлеморье""",2026-06-08,14,6,13,42.86,5500.00
1913029,"Отель ""Точка Байкала""",2026-06-08,26,2,8,7.69,13000.00
1690094,Гостиница Олимпиада,2026-06-08,25,5,8,20.0,1700.00
1609403,"Отель ""Иркут""",2026-06-08,30,6,11,20.0,3350.00
1508283,"Гостиница"" Аврора""",2026-06-08,7,4,10,57.14,3300.00
1487384,"Парк отель ""Уюга""",2026-06-08,58,0,0,0.0,
1491765,"Гостиница ""130Hotel""",2026-06-08,12,5,9,41.67,5500.00
1462849,"Гостиница ""7 дорог""",2026-06-08,19,10,36,52.63,8400.00
1390225,"Гостиница ""Добрый Кот""",2026-06-08,10,4,7,40.0,800.00
1296594,"Отель ""Тайга""",2026-06-08,44,7,16,15.91,4900.00
1265779,"Отель ""Клубный Квартал""",2026-06-08,48,2,4,4.17,4100.00
1032271,"Отель ""Даурия""",2026-06-08,15,2,4,13.33,5000.00
946962,"Отель ""Лотос""",2026-06-08,21,6,14,28.57,2500.00
1367592,"Отель ""Атлас""",2026-06-08,28,4,12,14.29,4700.00
1441288,Отель Армат 4*,2026-06-08,36,6,13,16.67,5300.00
1472664,"Гостиница ""Байкал Форест""",2026-06-08,76,5,15,6.58,7500.00
1367731,"Отель ""Яковлевъ""",2026-06-08,25,3,6,12.0,3400.00
1276636,"Парк-отель ""Бурдугуз""",2026-06-08,69,5,15,7.25,19500.00
1655828,"Апарт-отель ""Светлый""",2026-06-08,6,4,8,66.67,4500.00
1343236,"Бутик-отель ""Аристократ""",2026-06-08,12,5,10,41.67,5100.00
2112642,"Гостиница ""Автовокзал""",2026-06-08,22,8,14,36.36,2600.00
2032078,Гостиница «Усадьба Егорова»,2026-06-08,10,7,17,70.0,7000.00
1785783,"Отель ""Белый Берег""",2026-06-08,5,4,16,80.0,9500.00
1632075,"Отель"" Арбат""",2026-06-08,11,6,10,54.55,2930.00
1450305,Дача БайкалЭко,2026-06-08,10,4,8,40.0,12000.00
1129766,"Доходный дом ""М.А. Листратовой""",2026-06-08,15,8,16,53.33,4995.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",2026-06-08,15,8,14,53.33,5200.00
2063101,"Гостиница ""Азия-Европа""",2026-06-08,19,8,16,42.11,4000.00
1378154,"Гостиница ""Байкал - Северное море""",2026-06-08,120,13,33,10.83,5500.00
425543,"Отель ""Звезда""",2026-06-08,64,6,14,9.38,7600.00
2036706,"Отель ""Магистраль""",2026-06-08,21,9,25,42.86,3100.00
1979910,"Отель""NUUR HOTEL""",2026-06-08,28,7,21,25.0,7500.00
1899852,Отель «Байкал-Аляска»,2026-06-08,24,4,8,16.67,9500.00
1390108,"Гостиница  ""Воробьевы горы""",2026-06-08,11,7,28,63.64,11000.00
1345611,Гостиница,2026-06-08,29,2,5,6.9,10925.00
1335449,Отель Амурский,2026-06-08,17,7,14,41.18,17900.00
898794,"Бутик-отель ""Маруся""",2026-06-08,14,8,19,57.14,5775.00
767249,"Отель ""Купеческий Дворъ""",2026-06-08,14,8,23,57.14,7380.00
1019043,"Гостиница ""Спектр""",2026-06-08,14,2,4,14.29,3000.00
2110558,"Гостиница ""Малый отель""",2026-06-08,11,1,2,9.09,5200.00
2131235,"Отель ""Усадьба 1901""",2026-06-08,18,8,14,44.44,6000.00
