tvil_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
1435824,"Гостиница ""Ангара""",2026-05-20,300,2,3,0.67,5000.00
1296851,"Гостиница ""Русь""",2026-05-20,56,8,18,14.29,4100.00
1265180,"Отель ""Байкал Бизнес Центр""",2026-05-20,59,1,3,1.69,18200.00
906031,"Гостиница ""Матрёшка""",2026-05-20,35,9,19,25.71,4032.00
1328740,"Гостиница ""На Звездинской""",2026-05-20,30,6,12,20.0,5000.00
1889753,"Мини-отель ""Проспект""",2026-05-20,4,3,12,75.0,3200.00
1009170,"Апарт-отель ""Sokolov Hotel""",2026-05-20,30,11,45,36.67,2500.00
1490581,"Гостиница ""Юбилейная""",2026-05-20,23,8,14,34.78,2500.00
1064267,"Мини-отель ""Nice People""",2026-05-20,6,1,1,16.67,3000.00
1298063,"Бутик-отель ""География""",2026-05-20,12,1,1,8.33,6600.00
787596,"Гостиница ""Ochagof""",2026-05-20,23,2,6,8.7,5950.00
1000539,"Отель ""Маяк""",2026-05-20,75,9,17,12.0,5310.00
1277758,"Отель ""Гранд Байкал""",2026-05-20,64,3,9,4.69,5400.00
1372499,"Отель ""Байкал Хан Ольхон""",2026-05-20,37,7,14,18.92,12650.00
895518,"Гостиница ""Космос""",2026-05-20,16,8,28,50.0,2675.00
424345,"Гостиничный комплекс ""Лазурный берег""",2026-05-20,66,4,8,6.06,4500.00
904225,"Отель ""Михаил Строгов""",2026-05-20,21,7,12,33.33,4500.00
1032271,"Отель ""Даурия""",2026-05-20,15,3,8,20.0,4500.00
946962,"Отель ""Лотос""",2026-05-20,21,9,19,42.86,2300.00
1390225,"Гостиница ""Добрый Кот""",2026-05-20,10,4,8,40.0,800.00
1690094,Гостиница Олимпиада,2026-05-20,25,3,5,12.0,1700.00
1467982,Гостиница,2026-05-20,5,1,2,20.0,2000.00
1508283,"Гостиница"" Аврора""",2026-05-20,7,1,2,14.29,2200.00
1490199,Отель «Альпари»,2026-05-20,10,4,10,40.0,2400.00
1609403,"Отель ""Иркут""",2026-05-20,30,8,15,26.67,2800.00
1382100,"Гостиница ""У Истока""",2026-05-20,24,0,0,0.0,
1491765,"Гостиница ""130Hotel""",2026-05-20,12,0,0,0.0,
1129766,"Доходный дом ""М.А. Листратовой""",2026-05-20,15,0,0,0.0,
1343236,"Бутик-отель ""Аристократ""",2026-05-20,12,0,0,0.0,
1655828,"Апарт-отель ""Светлый""",2026-05-20,6,4,8,66.67,4500.00
1314294,"Гостиница ""Ангара-Приоритет""",2026-05-20,31,4,8,12.9,4500.00
1892012,"Отель ""Подлеморье""",2026-05-20,14,8,18,57.14,4500.00
1487384,"Парк отель ""Уюга""",2026-05-20,58,10,38,17.24,5000.00
1441288,Отель Армат 4*,2026-05-20,40,7,16,17.5,6200.00
1296594,"Отель ""Тайга""",2026-05-20,44,3,7,6.82,7100.00
1462849,"Гостиница ""7 дорог""",2026-05-20,19,7,25,36.84,7200.00
1276636,"Парк-отель ""Бурдугуз""",2026-05-20,69,5,15,7.25,19500.00
1367731,"Отель ""Яковлевъ""",2026-05-20,25,2,6,8.0,3800.00
1367592,"Отель ""Атлас""",2026-05-20,28,8,20,28.57,3700.00
1472664,"Гостиница ""Байкал Форест""",2026-05-20,76,1,2,1.32,9500.00
1450305,Дача БайкалЭко,2026-05-20,10,4,8,40.0,10000.00
2063101,"Гостиница ""Азия-Европа""",2026-05-20,19,8,16,42.11,4000.00
1378154,"Гостиница ""Байкал - Северное море""",2026-05-20,120,12,28,10.0,5000.00
1632075,"Отель"" Арбат""",2026-05-20,11,1,2,9.09,5290.00
2112642,"Гостиница ""Автовокзал""",2026-05-20,22,7,12,31.82,2600.00
2032078,Гостиница «Усадьба Егорова»,2026-05-20,10,8,20,80.0,4700.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",2026-05-20,15,8,14,53.33,5200.00
425543,"Отель ""Звезда""",2026-05-20,64,4,10,6.25,13100.00
898794,"Бутик-отель ""Маруся""",2026-05-20,14,5,12,35.71,6825.00
767249,"Отель ""Купеческий Дворъ""",2026-05-20,14,7,20,50.0,6970.00
2036706,"Отель ""Магистраль""",2026-05-20,21,9,25,42.86,3100.00
1979910,"Отель""NUUR HOTEL""",2026-05-20,28,7,20,25.0,7300.00
1345611,Гостиница,2026-05-20,29,8,18,27.59,9200.00
1899852,Отель «Байкал-Аляска»,2026-05-20,24,4,8,16.67,9500.00
1390108,"Гостиница  ""Воробьевы горы""",2026-05-20,11,0,0,0.0,
1802586,"Гостиница ""BAIKAL VIEW""",2026-05-20,99,4,10,4.04,13491.00
1335449,Отель Амурский,2026-05-20,17,9,20,52.94,14000.00
1019043,"Гостиница ""Спектр""",2026-05-20,14,4,10,28.57,2800.00
1367536,"Отель ""Санаторий Солнечный""",2026-05-20,125,2,4,1.6,4350.00
2110558,"Гостиница ""Малый отель""",2026-05-20,11,2,4,18.18,5200.00
