tvil_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
1435824,"Гостиница ""Ангара""",2026-06-11,300,4,6,1.33,5000.00
1265180,"Отель ""Байкал Бизнес Центр""",2026-06-11,59,6,14,10.17,6400.00
906031,"Гостиница ""Матрёшка""",2026-06-11,35,5,8,14.29,5103.00
1328740,"Гостиница ""На Звездинской""",2026-06-11,30,6,12,20.0,5000.00
1296851,"Гостиница ""Русь""",2026-06-11,56,8,18,14.29,4600.00
1845315,"Апарт -отель ""BaikalStory """,2026-06-11,10,1,4,10.0,4400.00
1889753,"Мини-отель ""Проспект""",2026-06-11,4,3,12,75.0,3200.00
1782205,"Гостиница ""Березка""",2026-06-11,8,1,4,12.5,6000.00
1462849,"Гостиница ""7 дорог""",2026-06-11,19,10,36,52.63,8400.00
1490581,"Гостиница ""Юбилейная""",2026-06-11,23,6,10,26.09,2500.00
1009170,"Апарт-отель ""Sokolov Hotel""",2026-06-11,30,9,37,30.0,3000.00
1064267,"Мини-отель ""Nice People""",2026-06-11,6,1,1,16.67,4500.00
1298063,"Бутик-отель ""География""",2026-06-11,12,3,8,25.0,7400.00
787596,"Гостиница ""Ochagof""",2026-06-11,23,3,9,13.04,5950.00
1372499,"Отель ""Байкал Хан Ольхон""",2026-06-11,37,5,10,13.51,13800.00
1277758,"Отель ""Гранд Байкал""",2026-06-11,64,5,11,7.81,5400.00
1000539,"Отель ""Маяк""",2026-06-11,75,5,10,6.67,8820.00
1467982,Гостиница,2026-06-11,5,3,5,60.0,2000.00
1490199,Отель «Альпари»,2026-06-11,10,4,10,40.0,2400.00
1314294,"Гостиница ""Ангара-Приоритет""",2026-06-11,31,10,22,32.26,4000.00
904225,"Отель ""Михаил Строгов""",2026-06-11,21,9,16,42.86,4500.00
1655828,"Апарт-отель ""Светлый""",2026-06-11,6,4,8,66.67,4500.00
1851647,"Парк-Отель ""Шелест""",2026-06-11,8,4,8,50.0,5000.00
1343236,"Бутик-отель ""Аристократ""",2026-06-11,12,6,12,50.0,5100.00
1913029,"Отель ""Точка Байкала""",2026-06-11,26,3,12,11.54,6500.00
1892012,"Отель ""Подлеморье""",2026-06-11,14,0,0,0.0,
1690094,Гостиница Олимпиада,2026-06-11,25,0,0,0.0,
1609403,"Отель ""Иркут""",2026-06-11,30,0,0,0.0,
1508283,"Гостиница"" Аврора""",2026-06-11,7,0,0,0.0,
1487384,"Парк отель ""Уюга""",2026-06-11,58,0,0,0.0,
1491765,"Гостиница ""130Hotel""",2026-06-11,12,5,9,41.67,5500.00
1390225,"Гостиница ""Добрый Кот""",2026-06-11,10,1,2,10.0,2400.00
1296594,"Отель ""Тайга""",2026-06-11,44,9,22,20.45,4900.00
1032271,"Отель ""Даурия""",2026-06-11,15,2,4,13.33,5000.00
946962,"Отель ""Лотос""",2026-06-11,21,8,16,38.1,2000.00
1367592,"Отель ""Атлас""",2026-06-11,28,10,24,35.71,3700.00
1441288,Отель Армат 4*,2026-06-11,36,8,17,22.22,5300.00
1472664,"Гостиница ""Байкал Форест""",2026-06-11,76,4,12,5.26,7500.00
1367731,"Отель ""Яковлевъ""",2026-06-11,25,5,10,20.0,4600.00
1276636,"Парк-отель ""Бурдугуз""",2026-06-11,69,5,15,7.25,19500.00
2112642,"Гостиница ""Автовокзал""",2026-06-11,22,8,14,36.36,2600.00
2032078,Гостиница «Усадьба Егорова»,2026-06-11,10,8,20,80.0,7000.00
1632075,"Отель"" Арбат""",2026-06-11,11,8,14,72.73,2930.00
1450305,Дача БайкалЭко,2026-06-11,10,4,8,40.0,12000.00
1129766,"Доходный дом ""М.А. Листратовой""",2026-06-11,15,9,15,60.0,4995.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",2026-06-11,15,8,14,53.33,5200.00
2063101,"Гостиница ""Азия-Европа""",2026-06-11,19,7,14,36.84,4000.00
1378154,"Гостиница ""Байкал - Северное море""",2026-06-11,120,14,34,11.67,5000.00
425543,"Отель ""Звезда""",2026-06-11,64,6,14,9.38,7600.00
2036706,"Отель ""Магистраль""",2026-06-11,21,5,11,23.81,3100.00
1979910,"Отель""NUUR HOTEL""",2026-06-11,28,9,25,32.14,7100.00
1899852,Отель «Байкал-Аляска»,2026-06-11,24,4,8,16.67,9500.00
1802586,"Гостиница ""BAIKAL VIEW""",2026-06-11,99,6,36,6.06,11451.00
1390108,"Гостиница  ""Воробьевы горы""",2026-06-11,11,4,17,36.36,11000.00
1345611,Гостиница,2026-06-11,29,5,11,17.24,13225.00
1335449,Отель Амурский,2026-06-11,17,11,26,64.71,17900.00
898794,"Бутик-отель ""Маруся""",2026-06-11,14,8,19,57.14,7350.00
767249,"Отель ""Купеческий Дворъ""",2026-06-11,14,9,25,64.29,6970.00
1019043,"Гостиница ""Спектр""",2026-06-11,14,2,4,14.29,3000.00
2110558,"Гостиница ""Малый отель""",2026-06-11,11,9,16,81.82,4500.00
2131235,"Отель ""Усадьба 1901""",2026-06-11,18,0,0,0.0,
