tvil_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
1435824,"Гостиница ""Ангара""",300,11,20,3.67,2026-03-04,5500.00
1265180,"Отель ""Байкал Бизнес Центр""",59,6,12,10.17,2026-03-04,8500.00
1434513,"Парк отель ""Байкал""",9,12,40,133.33,2026-03-04,3500.00
1328740,"Гостиница ""На Звездинской""",30,5,9,16.67,2026-03-04,5000.00
1889753,"Мини-отель ""Проспект""",4,3,12,75.0,2026-03-04,3300.00
1009170,"Апарт-отель ""Sokolov Hotel""",30,11,44,36.67,2026-03-04,3000.00
1490581,"Гостиница ""Юбилейная""",23,5,10,21.74,2026-03-04,3000.00
1064267,Мини-отель «Nice People»,6,1,1,16.67,2026-03-04,4300.00
787596,"Гостиница ""Ochagof""",23,2,6,8.7,2026-03-04,5950.00
1000539,"Отель ""Маяк""",75,7,13,9.33,2026-03-04,8510.00
1277758,"Отель ""Гранд Байкал""",64,2,6,3.12,2026-03-04,10800.00
1372499,"Отель ""Байкал Хан Ольхон""",37,7,14,18.92,2026-03-04,16500.00
946962,"Отель ""Лотос""",21,1,2,4.76,2026-03-04,3550.00
1032271,"Отель ""Даурия""",15,3,6,20.0,2026-03-04,5500.00
1265779,"Отель ""Клубный Квартал""",48,2,4,4.17,2026-03-04,3400.00
1287498,"Парк-отель ""Соболинка""",33,4,8,12.12,2026-03-04,7700.00
1276636,"Парк-отель ""Бурдугуз""",69,10,30,14.49,2026-03-04,19500.00
1390225,"Гостиница ""Добрый Кот""",10,3,5,30.0,2026-03-04,800.00
1462849,"Гостиница ""7 дорог""",19,1,5,5.26,2026-03-04,12970.00
1491765,"Гостиница ""130Hotel""",12,4,8,33.33,2026-03-04,4500.00
1367731,"Отель ""Яковлевъ""",25,0,0,0.0,2026-03-04,
1487384,"Парк отель ""Уюга""",58,3,12,5.17,2026-03-04,6000.00
1609403,"Отель ""Иркут""",30,4,7,13.33,2026-03-04,3350.00
1690094,Гостиница Олимпиада,25,4,6,16.0,2026-03-04,1700.00
1892012,"Отель ""Подлеморье""",14,5,12,35.71,2026-03-04,7500.00
1913029,"Отель ""Точка Байкала""",38,2,8,5.26,2026-03-04,14500.00
1467982,Гостиница,5,3,5,60.0,2026-03-04,1500.00
1490199,Отель «Альпари»,10,4,10,40.0,2026-03-04,2400.00
1382100,"Гостиница ""У Истока""",24,1,2,4.17,2026-03-04,3400.00
1314294,"Гостиница ""Ангара-Приоритет""",31,0,0,0.0,2026-03-04,
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",15,8,14,53.33,2026-03-04,4100.00
904225,"Отель ""Михаил Строгов""",21,1,1,4.76,2026-03-04,5400.00
1655828,"Апарт-отель ""Светлый""",6,4,8,66.67,2026-03-04,4500.00
1441288,Отель Армат 4*,40,7,14,17.5,2026-03-04,7400.00
2063101,"Гостиница ""Азия-Европа""",19,1,2,5.26,2026-03-04,7250.00
1775519,"Гостиница ""Nord Star Hotel""",12,1,2,8.33,2026-03-04,6500.00
1851647,"Парк-Отель ""Шелест""",8,3,6,37.5,2026-03-04,5000.00
1367592,"Отель ""Атлас""",28,0,0,0.0,2026-03-04,
1472664,"Гостиница ""Байкал Форест""",76,4,12,5.26,2026-03-04,11400.00
424345,"Гостиничный комплекс ""Лазурный берег""",66,0,0,0.0,2026-03-04,
1450305,Дача БайкалЭко,10,0,0,0.0,2026-03-04,
425543,"Отель ""Звезда""",64,6,14,9.38,2026-03-04,10800.00
895518,"Гостиница ""Космос""",16,2,8,12.5,2026-03-04,3675.00
1296594,"Отель ""Тайга""",44,0,0,0.0,2026-03-04,
1508283,"Гостиница"" Аврора""",7,5,13,71.43,2026-03-04,3300.00
1390108,"Гостиница  ""Воробьевы горы""",11,4,20,36.36,2026-03-04,17000.00
1097942,Hotel Olhon 2*,28,0,0,0.0,2026-03-04,
1632075,"Отель"" Арбат""",11,4,6,36.36,2026-03-04,4390.00
1785783,"Отель ""Белый Берег""",5,4,16,80.0,2026-03-04,9500.00
767249,"Отель ""Купеческий Дворъ""",14,0,0,0.0,2026-03-04,
898794,"Бутик-отель ""Маруся""",14,0,0,0.0,2026-03-04,
1129766,"Доходный дом ""М.А. Листратовой""",15,2,2,13.33,2026-03-04,4800.00
1343236,"Бутик-отель ""Аристократ""",12,4,8,33.33,2026-03-04,4500.00
1345611,Гостиница,29,0,0,0.0,2026-03-04,
1335449,Отель Амурский,17,3,6,17.65,2026-03-04,17900.00
1378154,"Гостиница ""Байкал - Северное море""",120,10,24,8.33,2026-03-04,7935.00
1802586,"Гостиница ""BAIKAL VIEW""",99,4,10,4.04,2026-03-04,11530.00
1899852,Отель «Байкал-Аляска»,24,0,0,0.0,2026-03-04,
1979910,"Отель""NUUR HOTEL""",28,3,8,10.71,2026-03-04,8300.00
1993192,"Парк-отель ""Алтан""",21,0,0,0.0,2026-03-04,
1367536,"Отель ""Санаторий Солнечный""",125,4,8,3.2,2026-03-04,4350.00
2036706,"Отель ""Магистраль""",21,9,25,42.86,2026-03-04,3100.00
2032078,Гостиница «Усадьба Егорова»,10,3,9,30.0,2026-03-04,7600.00
