tvil_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
1435824,"Гостиница ""Ангара""",300,4,5,1.33,2026-03-14,5500.00
1265180,"Отель ""Байкал Бизнес Центр""",59,3,7,5.08,2026-03-14,8800.00
1434513,"Парк отель ""Байкал""",9,12,40,133.33,2026-03-14,3500.00
1296851,"Гостиница ""Русь""",56,9,21,16.07,2026-03-14,4100.00
1328740,"Гостиница ""На Звездинской""",30,5,9,16.67,2026-03-14,5000.00
1889753,"Мини-отель ""Проспект""",4,2,8,50.0,2026-03-14,2900.00
1782205,"Гостиница ""Березка""",4,2,8,50.0,2026-03-14,5520.00
1009170,"Апарт-отель ""Sokolov Hotel""",30,2,8,6.67,2026-03-14,3700.00
1490581,"Гостиница ""Юбилейная""",23,6,11,26.09,2026-03-14,2500.00
1298063,"Бутик-отель ""География""",12,4,10,33.33,2026-03-14,7800.00
1064267,Мини-отель «Nice People»,6,2,2,33.33,2026-03-14,4000.00
787596,"Гостиница ""Ochagof""",23,3,9,13.04,2026-03-14,5950.00
1000539,"Отель ""Маяк""",75,2,3,2.67,2026-03-14,9240.00
1277758,"Отель ""Гранд Байкал""",64,3,9,4.69,2026-03-14,9600.00
1372499,"Отель ""Байкал Хан Ольхон""",37,8,18,21.62,2026-03-14,16500.00
946962,"Отель ""Лотос""",21,11,26,52.38,2026-03-14,1150.00
1032271,"Отель ""Даурия""",15,3,8,20.0,2026-03-14,5500.00
1265779,"Отель ""Клубный Квартал""",48,0,0,0.0,2026-03-14,
1287498,"Парк-отель ""Соболинка""",33,2,2,6.06,2026-03-14,7700.00
1276636,"Парк-отель ""Бурдугуз""",69,10,30,14.49,2026-03-14,19500.00
1390225,"Гостиница ""Добрый Кот""",10,5,13,50.0,2026-03-14,800.00
1367731,"Отель ""Яковлевъ""",25,4,9,16.0,2026-03-14,4700.00
1462849,"Гостиница ""7 дорог""",19,1,5,5.26,2026-03-14,12970.00
1491765,"Гостиница ""130Hotel""",12,2,4,16.67,2026-03-14,4500.00
1487384,"Парк отель ""Уюга""",58,10,38,17.24,2026-03-14,4500.00
1609403,"Отель ""Иркут""",30,8,15,26.67,2026-03-14,3500.00
1690094,Гостиница Олимпиада,25,5,8,20.0,2026-03-14,1700.00
1892012,"Отель ""Подлеморье""",14,7,15,50.0,2026-03-14,5000.00
1913029,"Отель ""Точка Байкала""",38,4,16,10.53,2026-03-14,10000.00
1467982,Гостиница,5,2,4,40.0,2026-03-14,2000.00
1490199,Отель «Альпари»,10,4,10,40.0,2026-03-14,2400.00
1382100,"Гостиница ""У Истока""",24,0,0,0.0,2026-03-14,
1314294,"Гостиница ""Ангара-Приоритет""",31,12,28,38.71,2026-03-14,4000.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",15,6,11,40.0,2026-03-14,4100.00
904225,"Отель ""Михаил Строгов""",21,1,1,4.76,2026-03-14,5400.00
1655828,"Апарт-отель ""Светлый""",6,2,4,33.33,2026-03-14,4500.00
1441288,Отель Армат 4*,40,8,17,20.0,2026-03-14,7400.00
2063101,"Гостиница ""Азия-Европа""",19,5,10,26.32,2026-03-14,4000.00
1775519,"Гостиница ""Nord Star Hotel""",12,6,20,50.0,2026-03-14,5550.00
1851647,"Парк-Отель ""Шелест""",8,4,8,50.0,2026-03-14,5000.00
1367592,"Отель ""Атлас""",28,1,2,3.57,2026-03-14,5600.00
1472664,"Гостиница ""Байкал Форест""",76,7,19,9.21,2026-03-14,9300.00
424345,"Гостиничный комплекс ""Лазурный берег""",66,0,0,0.0,2026-03-14,
1450305,Дача БайкалЭко,10,4,8,40.0,2026-03-14,15000.00
425543,"Отель ""Звезда""",64,6,14,9.38,2026-03-14,8500.00
895518,"Гостиница ""Космос""",16,5,15,31.25,2026-03-14,3675.00
1296594,"Отель ""Тайга""",44,7,18,15.91,2026-03-14,6500.00
1508283,"Гостиница"" Аврора""",7,3,7,42.86,2026-03-14,2900.00
1390108,"Гостиница  ""Воробьевы горы""",11,7,28,63.64,2026-03-14,12000.00
1097942,Hotel Olhon 2*,28,10,36,35.71,2026-03-14,7500.00
1632075,"Отель"" Арбат""",11,4,6,36.36,2026-03-14,4390.00
1785783,"Отель ""Белый Берег""",5,0,0,0.0,2026-03-14,
767249,"Отель ""Купеческий Дворъ""",14,0,0,0.0,2026-03-14,
898794,"Бутик-отель ""Маруся""",14,0,0,0.0,2026-03-14,
1129766,"Доходный дом ""М.А. Листратовой""",15,4,10,26.67,2026-03-14,3885.00
1343236,"Бутик-отель ""Аристократ""",12,3,7,25.0,2026-03-14,4500.00
1345611,Гостиница,29,10,24,34.48,2026-03-14,13800.00
1335449,Отель Амурский,17,11,26,64.71,2026-03-14,17900.00
1378154,"Гостиница ""Байкал - Северное море""",120,12,32,10.0,2026-03-14,6210.00
1802586,"Гостиница ""BAIKAL VIEW""",99,4,10,4.04,2026-03-14,8780.00
1899852,Отель «Байкал-Аляска»,24,4,8,16.67,2026-03-14,9500.00
1993192,"Парк-отель ""Алтан""",21,7,22,33.33,2026-03-14,10000.00
1979910,"Отель""NUUR HOTEL""",28,5,13,17.86,2026-03-14,8300.00
1367536,"Отель ""Санаторий Солнечный""",125,4,8,3.2,2026-03-14,4350.00
2036706,"Отель ""Магистраль""",21,9,25,42.86,2026-03-14,3100.00
2032078,Гостиница «Усадьба Егорова»,10,7,17,70.0,2026-03-14,7000.00
