tvil_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
1435824,"Гостиница ""Ангара""",300,1,2,0.33,2026-02-25,0.00
1434513,"Парк отель ""Байкал""",9,12,40,133.33,2026-02-25,3500.00
1328740,"Гостиница ""На Звездинской""",30,7,13,23.33,2026-02-25,5000.00
1889753,"Мини-отель ""Проспект""",4,2,8,50.0,2026-02-25,3300.00
1009170,"Апарт-отель ""Sokolov Hotel""",30,5,22,16.67,2026-02-25,0.00
787596,"Гостиница ""Ochagof""",23,1,3,4.35,2026-02-25,0.00
1000539,"Отель ""Маяк""",75,7,13,9.33,2026-02-25,10810.00
1372499,"Отель ""Байкал Хан Ольхон""",37,6,12,16.22,2026-02-25,0.00
904225,"Отель ""Михаил Строгов""",21,3,6,14.29,2026-02-25,0.00
1265779,"Отель ""Клубный Квартал""",48,10,20,20.83,2026-02-25,3400.00
1276636,"Парк-отель ""Бурдугуз""",69,10,30,14.49,2026-02-25,23300.00
1382100,"Гостиница ""У Истока""",24,2,4,8.33,2026-02-25,0.00
1314294,"Гостиница ""Ангара-Приоритет""",31,5,12,16.13,2026-02-25,0.00
1467982,Гостиница,5,6,10,120.0,2026-02-25,1500.00
1462849,"Гостиница ""7 дорог""",19,4,16,21.05,2026-02-25,0.00
1490199,Отель «Альпари»,10,6,16,60.0,2026-02-25,0.00
1390225,"Гостиница ""Добрый Кот""",10,6,18,60.0,2026-02-25,0.00
1508283,"Гостиница"" Аврора""",7,2,6,28.57,2026-02-25,0.00
1609403,"Отель ""Иркут""",30,4,8,13.33,2026-02-25,0.00
1655828,"Апарт-отель ""Светлый""",6,8,16,133.33,2026-02-25,4500.00
946962,"Отель ""Лотос""",21,0,0,0.0,2026-02-25,0.00
1287498,"Парк-отель ""Соболинка""",33,0,0,0.0,2026-02-25,0.00
1367731,"Отель ""Яковлевъ""",25,0,0,0.0,2026-02-25,0.00
1441288,Отель Армат 4*,40,0,0,0.0,2026-02-25,0.00
1491765,"Гостиница ""130Hotel""",12,0,0,0.0,2026-02-25,0.00
1690094,Гостиница Олимпиада,25,3,5,12.0,2026-02-25,1700.00
1775519,"Гостиница ""Nord Star Hotel""",12,0,0,0.0,2026-02-25,0.00
1851647,"Парк-Отель ""Шелест""",8,4,8,50.0,2026-02-25,5000.00
1913029,"Отель ""Точка Байкала""",38,0,0,0.0,2026-02-25,0.00
1892012,"Отель ""Подлеморье""",14,4,8,28.57,2026-02-25,0.00
1487384,"Парк отель ""Уюга""",58,7,28,12.07,2026-02-25,0.00
424345,"Гостиничный комплекс ""Лазурный берег""",66,1,2,1.52,2026-02-25,0.00
1367592,"Отель ""Атлас""",28,1,3,3.57,2026-02-25,0.00
1450305,Дача БайкалЭко,10,1,2,10.0,2026-02-25,0.00
1472664,"Гостиница ""Байкал Форест""",76,0,0,0.0,2026-02-25,0.00
2063101,"Гостиница ""Азия-Европа""",19,0,0,0.0,2026-02-25,0.00
1296594,"Отель ""Тайга""",44,0,0,0.0,2026-02-25,0.00
1390108,"Гостиница  ""Воробьевы горы""",11,0,0,0.0,2026-02-25,0.00
895518,"Гостиница ""Космос""",16,4,16,25.0,2026-02-25,0.00
425543,"Отель ""Звезда""",64,2,6,3.12,2026-02-25,0.00
1632075,"Отель"" Арбат""",11,1,1,9.09,2026-02-25,0.00
1097942,Hotel Olhon 2*,28,0,0,0.0,2026-02-25,
1785783,"Отель ""Белый Берег""",5,0,0,0.0,2026-02-25,
1343236,"Бутик-отель ""Аристократ""",12,0,0,0.0,2026-02-25,0.00
767249,"Отель ""Купеческий Дворъ""",14,2,6,14.29,2026-02-25,0.00
898794,"Бутик-отель ""Marussia""",14,1,2,7.14,2026-02-25,0.00
1129766,"Доходный дом ""М.А. Листратовой""",15,0,0,0.0,2026-02-25,0.00
1335449,Отель Амурский,17,1,2,5.88,2026-02-25,0.00
1345611,Гостиница,29,1,2,3.45,2026-02-25,0.00
1378154,"Гостиница ""Байкал - Северное море""",120,6,13,5.0,2026-02-25,0.00
1802586,"Гостиница ""BAIKAL VIEW""",99,0,0,0.0,2026-02-25,0.00
1899852,Отель «Байкал-Аляска»,24,0,0,0.0,2026-02-25,0.00
1979910,"Отель""NUUR HOTEL""",28,0,0,0.0,2026-02-25,0.00
1993192,"Парк-отель ""Алтан""",21,6,20,28.57,2026-02-25,0.00
1367536,"Отель ""Санаторий Солнечный""",125,4,8,3.2,2026-02-25,4350.00
2032078,Гостиница «Усадьба Егорова»,10,1,3,10.0,2026-02-25,0.00
2036706,"Отель ""Магистраль""",21,6,18,28.57,2026-02-25,0.00
