tvil_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
1435824,"Гостиница ""Ангара""",300,11,18,3.67,2026-03-06,5500.00
906031,"Гостиница ""Матрёшка""",35,5,11,14.29,2026-03-06,5043.00
1265180,"Отель ""Байкал Бизнес Центр""",59,6,12,10.17,2026-03-06,8500.00
1434513,"Парк отель ""Байкал""",9,4,17,44.44,2026-03-06,8000.00
1296851,"Гостиница ""Русь""",56,5,9,8.93,2026-03-06,4100.00
1328740,"Гостиница ""На Звездинской""",30,5,9,16.67,2026-03-06,5000.00
1889753,"Мини-отель ""Проспект""",4,1,4,25.0,2026-03-06,4500.00
1009170,"Апарт-отель ""Sokolov Hotel""",30,12,47,40.0,2026-03-06,3000.00
1490581,"Гостиница ""Юбилейная""",23,6,11,26.09,2026-03-06,2500.00
1298063,"Бутик-отель ""География""",12,1,4,8.33,2026-03-06,10100.00
1064267,Мини-отель «Nice People»,6,1,1,16.67,2026-03-06,4700.00
787596,"Гостиница ""Ochagof""",23,4,12,17.39,2026-03-06,5950.00
1000539,"Отель ""Маяк""",75,2,2,2.67,2026-03-06,10810.00
946962,"Отель ""Лотос""",21,3,8,14.29,2026-03-06,1150.00
1265779,"Отель ""Клубный Квартал""",48,5,10,10.42,2026-03-06,3400.00
1276636,"Парк-отель ""Бурдугуз""",69,4,12,5.8,2026-03-06,19500.00
1390225,"Гостиница ""Добрый Кот""",10,16,44,160.0,2026-03-06,800.00
1367731,"Отель ""Яковлевъ""",25,4,10,16.0,2026-03-06,3000.00
1462849,"Гостиница ""7 дорог""",19,14,50,73.68,2026-03-06,7970.00
1491765,"Гостиница ""130Hotel""",12,4,8,33.33,2026-03-06,4500.00
1287498,"Парк-отель ""Соболинка""",33,0,0,0.0,2026-03-06,
1487384,"Парк отель ""Уюга""",58,0,0,0.0,2026-03-06,
1609403,"Отель ""Иркут""",30,7,11,23.33,2026-03-06,3350.00
1690094,Гостиница Олимпиада,25,3,4,12.0,2026-03-06,1700.00
1892012,"Отель ""Подлеморье""",14,0,0,0.0,2026-03-06,
1913029,"Отель ""Точка Байкала""",38,1,4,2.63,2026-03-06,14000.00
1467982,Гостиница,5,3,5,60.0,2026-03-06,1500.00
1490199,Отель «Альпари»,10,4,10,40.0,2026-03-06,2400.00
1382100,"Гостиница ""У Истока""",24,0,0,0.0,2026-03-06,
1314294,"Гостиница ""Ангара-Приоритет""",31,6,12,19.35,2026-03-06,4500.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",15,7,12,46.67,2026-03-06,4100.00
904225,"Отель ""Михаил Строгов""",21,1,1,4.76,2026-03-06,5400.00
1655828,"Апарт-отель ""Светлый""",6,4,8,66.67,2026-03-06,4500.00
1441288,Отель Армат 4*,40,10,21,25.0,2026-03-06,7400.00
2063101,"Гостиница ""Азия-Европа""",19,7,14,36.84,2026-03-06,5250.00
1775519,"Гостиница ""Nord Star Hotel""",12,5,16,41.67,2026-03-06,6500.00
1851647,"Парк-Отель ""Шелест""",8,4,8,50.0,2026-03-06,5000.00
1367592,"Отель ""Атлас""",28,5,12,17.86,2026-03-06,4800.00
1472664,"Гостиница ""Байкал Форест""",76,0,0,0.0,2026-03-06,
424345,"Гостиничный комплекс ""Лазурный берег""",66,0,0,0.0,2026-03-06,
1450305,Дача БайкалЭко,10,0,0,0.0,2026-03-06,
425543,"Отель ""Звезда""",64,0,0,0.0,2026-03-06,
895518,"Гостиница ""Космос""",16,0,0,0.0,2026-03-06,
1296594,"Отель ""Тайга""",44,7,19,15.91,2026-03-06,6500.00
1508283,"Гостиница"" Аврора""",7,0,0,0.0,2026-03-06,
1390108,"Гостиница  ""Воробьевы горы""",11,1,6,9.09,2026-03-06,18000.00
1097942,Hotel Olhon 2*,28,1,5,3.57,2026-03-06,10000.00
1632075,"Отель"" Арбат""",11,5,9,45.45,2026-03-06,4390.00
1785783,"Отель ""Белый Берег""",5,1,2,20.0,2026-03-06,9500.00
767249,"Отель ""Купеческий Дворъ""",14,0,0,0.0,2026-03-06,
898794,"Бутик-отель ""Маруся""",14,4,10,28.57,2026-03-06,7875.00
1129766,"Доходный дом ""М.А. Листратовой""",15,0,0,0.0,2026-03-06,
1343236,"Бутик-отель ""Аристократ""",12,2,2,16.67,2026-03-06,4500.00
1345611,Гостиница,29,0,0,0.0,2026-03-06,
1335449,Отель Амурский,17,3,6,17.65,2026-03-06,22000.00
1378154,"Гостиница ""Байкал - Северное море""",120,11,26,9.17,2026-03-06,9085.00
1802586,"Гостиница ""BAIKAL VIEW""",99,2,4,2.02,2026-03-06,15840.00
1899852,Отель «Байкал-Аляска»,24,0,0,0.0,2026-03-06,
1979910,"Отель""NUUR HOTEL""",28,4,9,14.29,2026-03-06,8300.00
1993192,"Парк-отель ""Алтан""",21,0,0,0.0,2026-03-06,
1367536,"Отель ""Санаторий Солнечный""",125,4,8,3.2,2026-03-06,4350.00
2036706,"Отель ""Магистраль""",21,9,25,42.86,2026-03-06,3100.00
2032078,Гостиница «Усадьба Егорова»,10,0,0,0.0,2026-03-06,
