tvil_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
1435824,"Гостиница ""Ангара""",300,8,12,2.67,2026-02-27,0.00
906031,"Гостиница ""Matreshka""",35,4,7,11.43,2026-02-27,0.00
1265180,"Отель ""Байкал Бизнес Центр""",59,1,2,1.69,2026-02-27,0.00
1328740,"Гостиница ""На Звездинской""",30,7,13,23.33,2026-02-27,5000.00
1782205,"Гостиница ""Березка""",4,1,4,25.0,2026-02-27,0.00
1009170,"Апарт-отель ""Sokolov Hotel""",30,1,3,3.33,2026-02-27,0.00
1064267,Мини-отель «Nice People»,6,2,3,33.33,2026-02-27,0.00
787596,"Гостиница ""Ochagof""",23,2,6,8.7,2026-02-27,0.00
1000539,"Отель ""Маяк""",75,3,5,4.0,2026-02-27,0.00
1277758,"Отель ""Гранд Байкал""",64,3,7,4.69,2026-02-27,0.00
1372499,"Отель ""Байкал Хан Ольхон""",37,3,6,8.11,2026-02-27,0.00
946962,"Отель ""Лотос""",21,5,9,23.81,2026-02-27,0.00
1032271,"Отель ""Даурия""",15,4,10,26.67,2026-02-27,5500.00
1265779,"Отель ""Клубный Квартал""",48,1,2,2.08,2026-02-27,0.00
1287498,"Парк-отель ""Соболинка""",33,4,4,12.12,2026-02-27,0.00
1276636,"Парк-отель ""Бурдугуз""",69,10,30,14.49,2026-02-27,21400.00
1390225,"Гостиница ""Добрый Кот""",10,8,16,80.0,2026-02-27,0.00
1462849,"Гостиница ""7 дорог""",19,1,5,5.26,2026-02-27,0.00
1491765,"Гостиница ""130Hotel""",12,2,4,16.67,2026-02-27,0.00
1487384,"Парк отель ""Уюга""",58,12,48,20.69,2026-02-27,0.00
1367731,"Отель ""Яковлевъ""",25,0,0,0.0,2026-02-27,0.00
1609403,"Отель ""Иркут""",30,0,0,0.0,2026-02-27,0.00
1690094,Гостиница Олимпиада,25,5,8,20.0,2026-02-27,1700.00
1892012,"Отель ""Подлеморье""",14,0,0,0.0,2026-02-27,0.00
1913029,"Отель ""Точка Байкала""",38,2,8,5.26,2026-02-27,0.00
1467982,Гостиница,5,3,5,60.0,2026-02-27,1500.00
1490199,Отель «Альпари»,10,4,10,40.0,2026-02-27,2400.00
1508283,"Гостиница"" Аврора""",7,0,0,0.0,2026-02-27,0.00
1382100,"Гостиница ""У Истока""",24,4,8,16.67,2026-02-27,3400.00
1314294,"Гостиница ""Ангара-Приоритет""",31,10,24,32.26,2026-02-27,0.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",15,0,0,0.0,2026-02-27,0.00
904225,"Отель ""Михаил Строгов""",21,1,1,4.76,2026-02-27,0.00
1775519,"Гостиница ""Nord Star Hotel""",12,3,12,25.0,2026-02-27,0.00
1655828,"Апарт-отель ""Светлый""",6,4,8,66.67,2026-02-27,4500.00
1851647,"Парк-Отель ""Шелест""",8,4,8,50.0,2026-02-27,5000.00
1441288,Отель Армат 4*,40,8,18,20.0,2026-02-27,0.00
1367592,"Отель ""Атлас""",28,0,0,0.0,2026-02-27,0.00
1472664,"Гостиница ""Байкал Форест""",76,0,0,0.0,2026-02-27,
2063101,"Гостиница ""Азия-Европа""",19,0,0,0.0,2026-02-27,
424345,"Гостиничный комплекс ""Лазурный берег""",66,0,0,0.0,2026-02-27,0.00
1450305,Дача БайкалЭко,10,3,6,30.0,2026-02-27,22000.00
895518,"Гостиница ""Космос""",16,6,21,37.5,2026-02-27,0.00
1296594,"Отель ""Тайга""",44,1,3,2.27,2026-02-27,0.00
1390108,"Гостиница  ""Воробьевы горы""",11,7,28,63.64,2026-02-27,12000.00
425543,"Отель ""Звезда""",64,4,8,6.25,2026-02-27,0.00
1097942,Hotel Olhon 2*,28,3,10,10.71,2026-02-27,0.00
1632075,"Отель"" Арбат""",11,6,10,54.55,2026-02-27,0.00
1785783,"Отель ""Белый Берег""",5,1,6,20.0,2026-02-27,0.00
1343236,"Бутик-отель ""Аристократ""",12,0,0,0.0,2026-02-27,0.00
767249,"Отель ""Купеческий Дворъ""",14,1,3,7.14,2026-02-27,0.00
898794,"Бутик-отель ""Marussia""",14,1,3,7.14,2026-02-27,0.00
1129766,"Доходный дом ""М.А. Листратовой""",15,2,6,13.33,2026-02-27,0.00
1345611,Гостиница,29,5,12,17.24,2026-02-27,0.00
1335449,Отель Амурский,17,4,8,23.53,2026-02-27,0.00
1378154,"Гостиница ""Байкал - Северное море""",120,0,0,0.0,2026-02-27,0.00
1802586,"Гостиница ""BAIKAL VIEW""",99,2,4,2.02,2026-02-27,0.00
1899852,Отель «Байкал-Аляска»,24,0,0,0.0,2026-02-27,0.00
1979910,"Отель""NUUR HOTEL""",28,0,0,0.0,2026-02-27,0.00
1993192,"Парк-отель ""Алтан""",21,3,8,14.29,2026-02-27,0.00
1367536,"Отель ""Санаторий Солнечный""",125,4,8,3.2,2026-02-27,4350.00
2036706,"Отель ""Магистраль""",21,6,18,28.57,2026-02-27,0.00
2032078,Гостиница «Усадьба Егорова»,10,3,9,30.0,2026-02-27,0.00
