tvil_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
1435824,"Гостиница ""Ангара""",300,6,10,2.0,2026-02-26,0.00
1265180,"Отель ""Байкал Бизнес Центр""",59,1,3,1.69,2026-02-26,0.00
1296851,"Гостиница ""Русь""",56,7,15,12.5,2026-02-26,0.00
1328740,"Гостиница ""На Звездинской""",30,7,13,23.33,2026-02-26,5000.00
1009170,"Апарт-отель ""Sokolov Hotel""",30,1,4,3.33,2026-02-26,0.00
1000539,"Отель ""Маяк""",75,6,11,8.0,2026-02-26,0.00
1277758,"Отель ""Гранд Байкал""",64,4,8,6.25,2026-02-26,0.00
946962,"Отель ""Лотос""",21,6,11,28.57,2026-02-26,0.00
1032271,"Отель ""Даурия""",15,3,8,20.0,2026-02-26,0.00
1265779,"Отель ""Клубный Квартал""",48,4,8,8.33,2026-02-26,3400.00
1287498,"Парк-отель ""Соболинка""",33,4,4,12.12,2026-02-26,0.00
1276636,"Парк-отель ""Бурдугуз""",69,8,24,11.59,2026-02-26,23300.00
1367731,"Отель ""Яковлевъ""",25,6,14,24.0,2026-02-26,0.00
1390225,"Гостиница ""Добрый Кот""",10,6,16,60.0,2026-02-26,0.00
1462849,"Гостиница ""7 дорог""",19,2,10,10.53,2026-02-26,0.00
1491765,"Гостиница ""130Hotel""",12,1,2,8.33,2026-02-26,0.00
1487384,"Парк отель ""Уюга""",58,7,28,12.07,2026-02-26,0.00
1609403,"Отель ""Иркут""",30,5,10,16.67,2026-02-26,0.00
1690094,Гостиница Олимпиада,25,5,8,20.0,2026-02-26,1700.00
1892012,"Отель ""Подлеморье""",14,6,14,42.86,2026-02-26,0.00
1913029,"Отель ""Точка Байкала""",38,2,8,5.26,2026-02-26,0.00
1467982,Гостиница,5,3,5,60.0,2026-02-26,1500.00
1490199,Отель «Альпари»,10,4,10,40.0,2026-02-26,2400.00
1508283,"Гостиница"" Аврора""",7,0,0,0.0,2026-02-26,0.00
1382100,"Гостиница ""У Истока""",24,1,2,4.17,2026-02-26,0.00
1314294,"Гостиница ""Ангара-Приоритет""",31,9,22,29.03,2026-02-26,0.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",15,1,2,6.67,2026-02-26,0.00
904225,"Отель ""Михаил Строгов""",21,0,0,0.0,2026-02-26,0.00
1655828,"Апарт-отель ""Светлый""",6,4,8,66.67,2026-02-26,4500.00
1775519,"Гостиница ""Nord Star Hotel""",12,4,12,33.33,2026-02-26,0.00
1851647,"Парк-Отель ""Шелест""",8,4,8,50.0,2026-02-26,5000.00
1441288,Отель Армат 4*,40,6,13,15.0,2026-02-26,0.00
1367592,"Отель ""Атлас""",28,4,10,14.29,2026-02-26,0.00
1472664,"Гостиница ""Байкал Форест""",76,1,2,1.32,2026-02-26,0.00
2063101,"Гостиница ""Азия-Европа""",19,2,4,10.53,2026-02-26,0.00
424345,"Гостиничный комплекс ""Лазурный берег""",66,0,0,0.0,2026-02-26,0.00
1450305,Дача БайкалЭко,10,1,2,10.0,2026-02-26,0.00
895518,"Гостиница ""Космос""",16,4,16,25.0,2026-02-26,0.00
1296594,"Отель ""Тайга""",44,3,9,6.82,2026-02-26,0.00
1390108,"Гостиница  ""Воробьевы горы""",11,0,0,0.0,2026-02-26,0.00
425543,"Отель ""Звезда""",64,2,4,3.12,2026-02-26,0.00
1097942,Hotel Olhon 2*,28,0,0,0.0,2026-02-26,0.00
1632075,"Отель"" Арбат""",11,8,14,72.73,2026-02-26,4390.00
1785783,"Отель ""Белый Берег""",5,0,0,0.0,2026-02-26,0.00
1343236,"Бутик-отель ""Аристократ""",12,0,0,0.0,2026-02-26,
767249,"Отель ""Купеческий Дворъ""",14,0,0,0.0,2026-02-26,
898794,"Бутик-отель ""Marussia""",14,0,0,0.0,2026-02-26,
1129766,"Доходный дом ""М.А. Листратовой""",15,0,0,0.0,2026-02-26,
1345611,Гостиница,29,0,0,0.0,2026-02-26,
1335449,Отель Амурский,17,7,14,41.18,2026-02-26,0.00
1378154,"Гостиница ""Байкал - Северное море""",120,9,24,7.5,2026-02-26,0.00
1802586,"Гостиница ""BAIKAL VIEW""",99,1,3,1.01,2026-02-26,0.00
1899852,Отель «Байкал-Аляска»,24,0,0,0.0,2026-02-26,0.00
1979910,"Отель""NUUR HOTEL""",28,0,0,0.0,2026-02-26,0.00
1993192,"Парк-отель ""Алтан""",21,4,16,19.05,2026-02-26,0.00
1367536,"Отель ""Санаторий Солнечный""",125,4,8,3.2,2026-02-26,4350.00
2036706,"Отель ""Магистраль""",21,6,18,28.57,2026-02-26,0.00
2032078,Гостиница «Усадьба Егорова»,10,2,4,20.0,2026-02-26,0.00
